aba	kapa
Tens que usar inteligência ao falar.	Bu tene ku ba ta usa djiresa na papia.
Tu és inteligente.	Abo bu intelijenti.
Isso não era minha intenção.	Es i ka eraba ña intenson.
Ele esta no cuidado intensivo.	I sta na kuidadu intensivu.
Choveu muito na aldeia.	Tchuba tchubi risu na tabanka.
A chuva foi intensa na aldeia.	Tchuba forti na tabanka.
Vou interceder por você.	Na roga pa bu konta.
Estou dentro da minha casa.	N' sta na intirior di ña kau.
Como se marca uma interrogação na frase?	Kuma ki ta markadu un purgunta na frasi?
Não interrompas as coisas.	Ka bu ntrumpi kusas.
Tu foste interrompido pelo barulho.	Abo bu nturumpidu pa barudju.
Suspensão da aula não é bom.	Suspenson di aula ka bali.
Já estamos no intervalo da aula.	No sta dja na intervalu di aulas.
Estou sentindo dor no intestino.	Na sinti dur na tripa.
Estou com intoxicação.	N' sta ku tosikason.
Não me intoxiques com o veneno.	Ka bu tosikan ku bu benenu.
Inundação no quarto.	Lagansa na kuartu.
A inundação inundou meu carro.	Yagu laganta ña karu.
Esta roupa é inútil.	E ropa ka bali pa uza.
A invalidez do rapaz começou depois do acidente.	Duensa di rapas kumsa dipus di disastri.
Este cartão é inválido.	Es karton ka bali.
Gosto mais do inverno do que do verão.	N' gosta mas di tempu di friu di ki tempu di kalur.
Não invoques meu nome.	Ka bu nvoka ña nomi.
Quero ir para casa.	N' misti bai pa kasa.
Essa é a minha irmã.	Es i ña ermon-femia.
Esse é o meu irmão.	Es i ña ermon.
Meu irmão mais novo tem quatro anos.	Ña ermonsiñu tene kuatru anus.
Esse é o nosso irmão caçula.	Es i no kode.
Meu irmão mais velho tem quinze anos.	Ña ermon-garandi tene kinzi anus.
Estou irritado com o discurso dele.	N' sta iritadu ku si diskursu.
Irritaste minha mãe.	Bu nerva ña mame.
Colocaste uma isca para apanhá-lo.	Bu pui iska pa pañal.
Já fui lá.	N' bai dja la.
Tenho medo de jacaré.	N' ta medi djakare.
Jamais venhas aqui.	Nunka mas ka bu bin li.
Estamos no mês de janeiro.	No sta na mis di janeru.
Abre a janela.	Yabri djanela.
Vou jantar agora.	Na bai sia gos.
Vou ao jardim.	Na bai pa djardin.
Põe o suco na jarra.	Pui sumu na djaru.
Põe a planta naquele jarro.	Pui planta na ki djaru.
Põe o leão na jaula.	Pui lion na gaiola.
Este javali é macho.	E purku di matu i matchu.
Vou jejuar amanhã.	N' bai djundjun'a amaña.
Ele está de jejum.	I sta di ndjundjun.
O joelho me está doendo.	Djudju na den.
Vou jogar bola.	Na bai djuga bola.
Joga aquilo fora, não presta.	Bota kila, i ka bali.
Sua esposa reclama de que ele vive na jogatina e perde muito dinheiro apostando.	Si mindjer na reklama di kuma el posta na djugus i ta pirdi manga di diñeru.
Vou assistir ao jogo.	Na bai djubi djugu.
Estamos em uma jornada longa.	No sta na un jornada kumpridu.
Sou jovem ainda.	Ami i djoben inda.
A juba do leão é grande.	Kabelu di kabesa di lion garandi.
Tu não és juiz.	Abo i ka djuis.
O juizado tomou conta do problema.	Djuisadu toma konta di purblema.
Vai chegar o dia do teu julgamento.	I na tchiga dia di bu djulgamentu.
Não julgues ninguém.	Ka bu ba ta djulga ningin.
Vós já estais no mês de julho.	Bo sta dja na mis di juliu.
A junção da peça não ficou boa.	Djunson di pesa ka bali.
Estamos no mês de junho.	No sta na mis di juñu.
Estou sentindo dor na junta do braço.	N' sta na sinti dur na djunta di brasu.
Juntamos as coisas no local de dormir.	No djunta kusas na kau di dita.
Não estamos juntos.	No ka sta djuntu.
Estamos em juramento.	No sta na djuramentu.
Não jures em vão.	Ka bu djurmenta afuan.
Os juros do banco são altos.	Djurus di banku altu.
Sou um jovem justo.	Ami i djoben djustu.
Na minha juventude, eu era rico.	Na ña juventudi, n' eraba riku.
Não vás lá.	Ka bu bai la.
Lã de carneiro faz mal para alergia.	Lan di karnel ta fasi mal pa alerdjia.
Sai de perto da labareda.	Sai pertu lingua di fugu.
Tenho lábios lindos.	N' tene bis bonitu.
Cuidado para não caíres no laço.	Kuidadu pa ka bu kai na lastru.
Amarra o nó forte.	Mara no forti.
Tuas lágrimas estão caindo.	Lagrimas na riau.
O lado daquele celular é feio.	Ladu di ki telemovel fiu.
O ladrão não parou de roubar.	Ladron ka para furta.
Tenho medo de lagarta.	N' ta medi bitchu kabelu.
A lagartixa é feia.	Lagartisa fiu.
O lagarto gosta de calor.	Lagartu ta gosta di kalur.
Sai daquela lagoa.	Sai na kil lagua.
A lagoa encheu muito.	Lagua intchi tchiu.
Essa lagosta está gostosa.	Es lagosta sabi.
A lágrima está me saindo dos olhos.	Larma na sain na udju.
Sai da lama.	Sai na lama.
Não lambas os pés dela.	Ka bu limbi si pe.
Não lhe dê uma lambida.	Ka bu dal limbida.
Há muita lamentação pela morte de seu pai.	I ten manga di lamentason pa mortu di bu pape.
Fica lá lamentando.	Fika la bu ba ta miskiña.
Minha lâmpada do quarto queimou.	Ña lampada di kuarti fundi.
Cuidado com aquela lança.	Kuidadu ki di kañaku.
Para de lançar pedra em mim.	Para lansa pedra pa mi.
O lance mínimo para aposta é de cinco francos.	Lansi pikininu pa posta i di sinku franku.
Vou tomar meu lanche.	Na toma ña lantchi.
Meu lápis quebrou.	Ña lapis kebra.
Estou no meu lar.	N' sta na ña lar.
Laranja é a fruta mais saborosa.	Larandja i fruta mas sabi.
Acenda a lareira para aquecer a casa no inverno.	Sindi furnu pa kenta kasa na invernu.
Essa rua é larga.	Es rua largu.
Mede a largura da minha casa com a tua.	Midi largura di ña kasa ku di bo.
Essa larva na carne é feia.	E bitchu na karni fiu.
Dá-me uma lasca de madeira.	Dan un laska di madera.
A estátua de madeira lascou-se com a queda.	Statua di madera laska ku kaida.
Dá-me aquele latão.	Dan ki lata.
Ouvi o latido do cachorro.	N' obi ladra di katchur.
O cachorro está latindo.	Katchur na ladra.
Vou à latrina para mijar.	N' bai kuartiñu pa minsa.
Meu carro precisa de uma lavagem.	Ña karu prisisa di un labajen.
Vem lavar a mão.	Bin laba mon.
O agricultor cultiva milho.	Agrikultor labra midju.
O leão é perigoso.	Lion pirigozu.
A lebre é um animal bonito.	Lebri i limaria bonitu.
Isso não é legal.	Es i ka kusa sertu.
Estou legal.	N' sta ben.
Todo mundo deve comer legume.	Tudu djintis dibi di kume ortalisa.
O criminoso não respeitou a lei.	Kriminus ka rispita lei.
Gosto de leitão frito.	N' gosta di liton fritadu.
Não lhe dês leite.	Ka bu dal liti.
Vou me deitar na minha cama.	Na bai dita na ña kama.
Leitura é bom para a mente.	Leitura bon pa menti.
Tenho lembrança dos meus pais.	N' tene lembransa di ña padiduris.
Lembra-te sempre de mim.	Lembra sempri di mi.
Esse lenço é bonito na cabeça.	E lens bonitu na kabesa.
Use o lençol para se cobrir na cama.	Pui lansol pa kubri na kama.
Vai buscar lenha para o fogão.	Bai buska leña pa fugon.
Quanta lentidão nessa fila.	Bixa sta muitu lentu.
Não sejas lento na corrida.	Ka bu sedu lentu na kurida.
Este leopardo é grande.	E liopardu garandi.
Tu tens lepra, vai consultar um médico.	Bu tene lepra, bai konsulta mediku.
Tu não gostas de ler livros.	Bu ka gosta di lei libru.
Tenho medo de lesma.	N' ta medi karakol.
O leste do país é maior.	Saida di sol di pais mas garandi.
Minha letra é linda.	Ña letra bonitu.
Levanta tua mão.	Labanta bu mon.
Levanta-te, tu vais dançar.	Lanta, bu bai badja.
Leva a minha imagem.	Leba ña imajen.
A criança é leve.	Mininu lebi.
Quero lhe dizer uma coisa.	N' misti falau un kusa.
Diz-lhes para virem.	Fala elis e bin.
Faz a libação antes de beber.	Ba ta da iran kana anti di bibi.
A libélula parece uma bailarina sobre a água.	Manel-fugon parsi badjadera riba di yagu.
Custa uma libra.	I kusta un libra.
A criança precisa de licença para sair.	Mininu misti lisensa pa sai.
Eu que sou o líder aqui.	Ami ki lider li.
Liderança não é assim.	Lideransa i ka asin.
Meu computador está ligado.	Ña komputador sta ligadu.
Vou ligar a geladeira.	Na liga djeladera.
Vai comprar a lima para lixar a madeira.	Bai kumpra lima pa lixa madera.
Este limão é forte.	E limon forti.
Quero limar essa pedra.	N' misti lima es pedra.
Já chegou o teu limite.	I tchiga dja bu limiti.
Limonada é gostoso.	Sumu di limon sabi.
Vai limpar a casa.	Bai limpa kasa.
Hoje é o teu dia de fazer limpeza na casa.	Aos i bu dia di fasi limpesa na kasa.
O quarto do homem está limpo.	Kuarti di omi limpu.
Tua língua é comprida.	Bu lingu kumpridu.
Não uses essa linguagem.	Ka bu ba ta usa es lingu.
Vai comprar linha para mim, para costurar a roupa.	Bai kumpran liña pa kusi ropa.
Não pertenço à sua linhagem, sou um simples servo.	N' ka pertensi bu djorson, ami i simplis algin.
Não coloques coisa líquida lá.	Ka bu pui kusa likidu la.
Tens o cabelo liso.	Bu tene kabelu lisu.
Estou no litoral norte.	N' sta na belamar norti.
Livra-te de reprovar.	Libra bu kabesa di tchumba.
Empresta-me o livro.	Pistan libru.
Tens lixa de unha?	Bu tene lixa di n'uña?
Vai lixar a porta para pintá-la.	Bai lixa porta pa pintal.
Não jogues lixo aqui.	Ka bu bota lixu li.
Esse é o local sagrado.	Es i lugar sagradu.
Localizaste teu celular?	Bu lokaliza bu telemovel?
Tem muito lodo no rio.	I ten manga di lodu na riu.
Vem logo para cá.	Bin pa li logu.
Vamos para loja comprar roupa.	No bai pa losa kumpra ropa.
A escola é longe.	Skola lundju.
Teus pés são compridos.	Bu pe kumpridu.
Qual é a lotação do ônibus?	Kal ki tamañu di autokaru?
O carro lotou.	Karu intchi.
Este é o meu terreno para construir a minha casa.	Es i ña terenu pa kumpu ña kasa.
Este menino é louco.	E mininu luku.
Não estou na tua loucura.	N' ka sta na bu lukisa.
O louva-a-deus é um inseto bonito.	Kriadu di deus i un bitchu bonitu.
Não louves o espírito.	Ka bu lova iran.
Vamos fazer louvor na igreja.	No bai fasi luvor na grisia.
A lua está linda.	Lun'a sta bonitu.
O luar deixou o lugar claro.	Lun'ada pui kau klaru.
Queres lucrar em cima de mim?	Bu misti lukra na mi?
Meu objetivo é o lucro.	Ña objetivu i lukru.
Sai daquele lugar.	Sai na ki lugar.
Ali é um bom lugar de banho.	Ala i serku bon pa bañu.
Os homens não se sentam junto com as mulheres no lugar ritual.	Omis ka sinta djuntu ku mindjeris na baloba.
A luta pelos direitos humanos não pode parar.	Luta pa diritus di omi ka pudi para.
Lutar não é bom.	Luta ka bon.
Estás de luto por causa da morte de teu pai?	Bu karga don pabia di mortu di bu pape?
A luz está acesa.	Lus na sindi.
Oferece-me uma maçã.	Patin masan.
Tenho um macaco em casa.	N' tene santchu na kasa.
Pede a tua irmã que limpe a maçaneta da porta.	Pidi bu irma pa i limpa fexu di porta.
A machadinha é boa para rachar a lenha.	Matchadusiñu bon pa ratcha leña.
Empresta-me o machado para rachar lenha.	Pistan mantchadu pa ratcha leña.
Meu pai é macho.	Ña pape i matchu.
Estou machucado.	N' sta matchukadu.
Não me machuques.	Ka bu matchukan.
Meu travesseiro é macio.	Ña turbuseru moli.
Dá-me um maço de cigarro.	Dan un masu di sigaru.
Não cortes a madeira.	Ka bu korta madera.
Levantei-me de madrugada.	N' lanta mandrugada.
A manga não madurou ainda.	Mangu ka madurisi inda.
Já estás maduro.	Bu sta dja maduru.
Essa é a minha mãe.	Es i ña mame.
Não me deixes com essa mágua.	Ka bu disan ku es magua.
Existe mago que cura as pessoas em outros lugares.	I ten djambakus ku ta kura pekaduris na utru kau.
Não me deixes maguado.	Ka bu disan maguadu.
Maguar as pessoas não é bom.	Magua djintis ka bon.
Muita magreza também não é bom.	Magresa tchiu ka bon tambi.
Tu és magro.	Abo bu magru.
Esse é o mês de maio.	Es i mis di maiu.
Tenho uma mesa maior.	N' tene mesa mas garandi.
Tenho mais dinheiro que tu.	N' mas bo tene diñeru.
Estou mal hoje.	N' sta mal aos.
Ele está com sintomas de malária.	I sta ku duris di paludismu.
Não faças maldade.	Ka bu fasi maundadi.
Não duvides da maldição.	Ka bu duvida di mufunesa.
Estou sentindo um mal-estar.	N' sta na sinti kasabi.
O malte é muito bom.	Kusa ku ta fasidu kel uiski bon mal.
Tu és malvado.	Bu malbadu.
A mama da vaca é grande.	Mama di baka garandi.
Já coloquei leite em tua mamadeira.	N' pui dja liti na bu mamadera.
O pé de mamão precisa de muito sol.	Po di papaia misti sol manga del.
O bebê mama muito.	Bebe mama tchiu.
Tens o mamilo cor-de-rosa.	Bu tene biku di mama kor-di-roza.
Vou colher mamona.	Na bai kudji mamona.
Para de mancar, tua perna já está boa.	Para mankusa, bu pe bon.
És manco da perna.	Bu manku na perna.
Manda o cachorro embora daqui.	Serka katchur li.
A mandíbula me dói.	Dingiñu na den.
Gosto de mandioca.	N' gosta di mandioka.
Essa maneira não é boa.	Es maña ka bon.
Tenho uma mangueira em casa.	N' tene mangera na ña kau.
O mangusto comeu a cobra.	Katchur-di-mangu kume kobra.
Fui à tua casa de manhã.	N' bai bu kasa di maña.
Ponha-me manteiga no pão.	Pun mantega na pon.
Passei manteiga de carité no cabelo.	N' pasa bambatulu na kabelu.
Mantém a calma.	Manti kalma.
Comprei-te um véu para a cabeça.	N' kumprau veu pa kabesa.
Não me compres a capa.	Ka bu kumpran kapa.
Vou levar o carro para a manutenção.	N' bai leba karu pa manutenson.
Dá-me a mão.	Dan mon.
Gosto do mar calmo.	N' gosta di mar kalmu.
O mar está uma maravilha hoje.	Mar inkantu aos.
Tenho uma marca na garganta.	N' tene un marka na garganti.
Marca aquele lugar para plantar arroz.	Marka ki kau pa paranta arus.
Ele participou da marcha militar.	I partisipa na marxa militar.
Vou marchar com o soldado.	Na bai marxa ku soldadu.
Tu és do mês de março.	Abo i di mis di marsu.
Muitos elefantes foram mortos por causa do marfim.	Manga di lifantis sedu matadu pabia di dinti.
Não te sentes na margem do rio.	Ka bu sinta na banda di riu.
Esse é o meu marido.	Es i ña maridu.
A picada do marimbondo doeu em mim.	Pikada di bagera-matchu den.
A mariposa é um inseto que voa à noite.	Bitchu di lus i bitchu ki ta bua di noti.
Tenho uma camisola castanha.	N' tene kamisola kastañu.
Não marteles naquele local.	Ka bu suta kil kau ku martel.
O martelo faz barulho.	Martel ta fasi barudju.
Cortei o dedo, mas vou tentar escrever.	N' laña dedu, ma na tenta skirbi.
Tira aquela máscara que colocaste.	Tira ki maskara ku bu pui.
Estás mascarado para o carnaval.	Bu sta maskaradu pa karnaval.
Tu gostas de mascarar o resultado.	Bu gosta di maskra ruzultadu.
Estou falando do masculino.	Na papia di maskulinu.
Animal macho.	Limaria matchu.
Minha mastigação está correta.	Ña mastikason dritu.
Mastigo a comida devagar.	N' mastika bianda lentu.
Masturbação é bom.	Puñeta sabi.
Esse homem se masturba toda hora.	Es omi toka puñeta tudu ora.
Há muitos bichos no matagal.	Bitchu tchiu na matu garandi.
Houve uma matança na minha casa.	I ten matansa na ña kau.
Não mates o animal.	Ka bu mata limaria.
Qual matéria estás estudando?	Kal materia ku bu ta studa?
Vou pro mato caçar.	Na bai matu kasa.
O leão é mau.	Lion mau.
Estou sentindo mau cheiro de peixe.	Na sinti mau tcheru di pis.
Dá-me a comida.	Dan kumida.
Pintei uma mecha de cabelo.	N' pinta fius di kabelus.
Vou mediar a discussão entre o governo e os rebeldes.	Na bai kumpu kombersa di gubernu ku rebeldis.
Não lhe dês o medicamento.	Ka bu dal mesiñu.
Esta medição está ruim.	E midison mal.
O médico medicou o doente.	Mediku da mesiñu pa duenti.
Quero fazer medicina.	N' misti fasi medisina.
As pessoas usam a medicina de curandeiro.	Djintis ta usa djambakusindadi.
Este médico é uma boa pessoa.	E mediku i bon algin.
Tira-me a medida para a roupa.	Tiran midida pa ropa.
Quero uma caixa de tamanho médio.	N' misti un kaxa mediu.
Mede o meu terreno.	Midi ña terenu.
Estou com medo de te perder.	N' sta ku medu di pirdiu.
Tu és medroso.	Abo bu kobardu.
O rapaz está doente da medula.	Rapas sta duenti di yagu ku ta sta na os.
Estou no meio do meu curso.	N' sta na meiu di ña kursu.
Já estamos no meio-dia.	No sta dja na me-dia.
Oferece-me mel de abelha.	Patin mel di bagera.
Não gosto de melaço.	N' ka gosta di asukar-ribidu.
Gosto de melancia madura.	N' gosta di melansia maduru.
Não gosto de melão.	N' ka gosta di melon.
Esta música tem uma boa melodia.	E musika tene bon melodia.
Meu amigo é desprezado na vizinhança.	Ña amigu i algin ku ka rispitadu na tabanka.
Vós sois membros do conselho de guerra.	Abos i djintis di konsidju di gera.
Para de mendigar, vai trabalhar.	Para pidi simola, bai tarbadja.
Não sou mendigo.	Ami i ka pididur di simola.
Sou um menestrel, canto a vida.	Ami i poeta, n' kanta bida.
Tu és menina ainda.	Abo i minina inda.
Tu és um menino bonito.	Abo i mininu bonitu.
Tens a mão menor.	Bu tene mon ma pikininu.
Tenho menos de duas laranjas.	N' tene menus di dus larandja.
Tu és o meu mensageiro, leva esta carta.	Abo i ña mensajeru, leba e karta.
Depois tu me mandas a mensagem.	Dipus bu ta mandan rekadu.
Pagamos a quota mensal.	No ta paga kota so kada mis.
A menstruação é importante para a mulher.	Laba lua importanti pa mindjer.
Não sei quando vou menstruar.	N' ka sibi kal dia ki na odja lua.
Para de mentir.	Para foi.
Para de contar mentira.	Para konta mintida.
Não sejas mentiroso.	Ka bu sedu muntrus.
Vou ao mercado.	Na bai fera.
Não deixes a merda lá.	Ka bu disa pupu la.
Não sou mergulhador, não sei nadar.	Ami i ka murgudjadur, n' ka sibi nada.
Gosto de mergulhar no mar.	N' gosta di murgudja na mar.
Em que mês estamos?	Kal mis ku no sta?
Minha mesa é maior que a tua.	Ña mesa mas di bo garandi.
É a mesma coisa de sempre.	I memu kusa di sempri.
Era muita mesquinhez oferecer tão pouca comida.	I sedu manga di ruñesa pa pati bianda pikininu.
Vou à mesquita rezar.	Na bai pa miskita rasa.
Eu sou o teu mestre.	Ami i bu mestre.
Dá-me metade do pão.	Dan metadi di pon.
